Review_Text,Review_Title,Rating,Day,Month,Year
"I am really a great fan of Boat product specially the wired earphone ,the wire thickness is really good and also the sound quality and it is affordable too.Loved it.",Best Earphone,5,15,October,2024
Best to buy. I am using it for about 3 years and till now I received no complaints about it. The bass is good and the sound quality is also good.,Good.,5,15,October,2024
"The product was delivered on time; had no problems with it. But with use over 6 months, one side earphone not working, other side also has decreased volume. Have to go to their service centre and get it repaired.Good thing isits wire-flat and easy to uncoil.The metal earpieces - amplify sound a little more.Jack is right angled-no issue of wire getting cut.Bass is good.Badthings are:heavy earpieces - falls off often.The earpiece are old fashioned, not ergonomic-no forward, downward, inward bending like newer earphones.wired is not a trend now, but no worry of battery low.No noise cancellationthe sound effect is reduced because the piece is not often aligned to ear canal, due to its weight it disaligns often.I was initially happy with this, but after using bluetooth true wireless earphones, didn't feel so good with this, also this starked giving problems now 6 month later. Bluetooth ones are not problematic even after 1 1/2 years. Thats why as in heading recommend new earphones.GO WITH THE TREND.",Buy newer earphones,1,17,July,2023
"POOR QUALITY PRODUCTextremely-hyped, poor quality productI have purchased 4 different Boat Bassheads Earphones (on different days and in different months)- see attached pic- The build is good- They look great- The wires don't tangle as much- Bass and sound quality is good- Mic works fine- Since they are made of metal - the ears tend to hurt if you wear then for longer periods of timeNOW THE IMPORTANT PART-- The very first one BLACK was purchased on 4th May for my personal use, but i gave it to someone in May- one side of that earphone STOPPED WORKING WITHIN 3 MONTHS, with very little use (but that person hadn't told me about it so I wasn't aware of the problem).- In that same month i purchased a second pair for myself on 12th May because the person had told me initially that the sound quality and bass was good. But I started using that piece only a couple of months (in July-August), because I was already using 2 functional earphones. The RED ones STOPPED WORKING BY NOVEMBER even though they were used very sparingly.- Unfortunately, by that time, I had already purchased 2 more on 21st SEPT. Both those earphones have ENTIRELY STOPPED WORKING BY NOV.- I think the red one works erratically from one earpiece, but overall, all the pieces are now dysfunctional.In short, I have wasted a total of over Rs 2000/- on these fancy-looking earphones.Attached are pics of the three earphones that I have in my house.Now I use these as toys for my cats :)",POOR QUALITY PRODUCT,1,9,December,2017
"Worth the go! The bass is insanely good for earphones.. Don't expect any more than this as earphones tend to be very close to eardrums and may damage it.. The sound has more treble or sharpness i guess its due to the heavy bass they had to make the earphone to produce more sharpness in music.. So music which has generally less bass will produce sharper tone. Might be irritating at times and will need an equalizer to fix it, but if you are a music freak that listens to songs with heavy bass this is the deal for you hands down.Edit: 3rd month the mic got busted due to sweat most probably.. Anyways i claimed warranty on 10th of April and today(10th may) it marks 30 days.. Got a mail from them that its gonna take another 4-7 days to process my product be it a replacement or a fix. So if you wanna use this earphone daily and worry bout warranty,don't bother to buy.. Nobody replies your email,their twitter is just for advertisement, and the helpline number keeps u waiting for 5-7mins until it hangs up with a msg saying ""sorry for inconvenience that we couldn't pick up ur call, but our customers are valuable so we will get back to you surely"" which they never did. Nobody picks up calls nobody calls back. Only lies and lies. Just pathetic servicing..No wonder how they make cheap but good music quality eaphones. Coz they are cutting short in after sales service which is equally important.",Superb bass and music quality 👍 WORST after sales service 👎,1,19,September,2018
"I think this is intentional from company. So that one side stops working after some time. O had bough the same earphones once again and once again the same problem, one side has stopped working, for comparison, I had also bought philips earogones for  Rs 250 and they are working fine since the last 3 years.Update: Company has provided me replacement under warranty with pick and delivery.",Bought second time and again one side has stopped working,1,5,May,2024
I purchased this headphone it got delivered on 7th it worked good only 4 days after that it started working only one side another side is not working.My grandfather got expired that's the reason I was unable to send it back.Now I became free willing to send it back.I request you please consider my request and get this headphone back and please do refund.,Headphone is not working.,1,29,April,2024
After a month headphones started giving issue with mic.. making higly distorted sound that next person on call will even can't hear due to it ...so raised complaint they sent replacement in 7 days ...then I check Headphones got in replacement ..this time also I found the issues with mic ... sound receiving to next person is breaking kind of one..So immediately I checked the thing by two way switch boat headphones to another that was Mi note 3 and mine is Moto G3 but issue was same on both phones..and now when I checked it with my primary Sennheiser headphones the things was working all ok.Now next thought came to my mind is I should not be the only one of this issue is with make/model of this Headphones..so I went to Amazon and checked customers review and found that multiple people have mentioned issues with mic.I wrote a mail to info@imaginemarketingindia.com with full details and screenshot of Amazon users review complaints about mic.. it was 4-5 bad reviews which I found within 30 recent top reviews ..God knows how many will be there if I have done through all reviews.Today I called them on 7th day after sending the mail but surprisingly they told me that haven't gone through my email so they ask for me 5 mins to check and called me back and they admit there is issue with particular model so offered me resolution giving replacement of upgraded version it's boat 300.Not sure again how much time take and what will the response of that headphones boat 300.Will share updates.,Guys plz plz don't even think to buy this headphoes,1,2,May,2017
Worst product for gaming this is 225 not a 228. Plz don't buy this if ur buying it for gaming worst earphone ever. Instant buy from vijay sales same product u get for 599 a discount of 100 and supreme sound quality I buyed it bcz of not a proper customer service. I can't call customer service and add a image what is this AMAZON find me a solution. Ohh wow i can add pics here and not to customer service place good place to scam nice.,Worst product 225 instant buy from vijay sales its cheaper,1,21,March,2024
I used to purchase these Boat bassheads 220/225 since last 4-5 year for gaming.. i had purchased 14-15 earphone yet.... These are good for gaming For 4-5 month... after some time one side or both side will not work... I don't know why but every time my Earphone stop working....you can exhange these product if it is warranty but it will frustrating when Frequently they stop working..... Bhai mat lena agar long duration ke liye use karna hai,even 50₹ Cheap earphone can last long,1,12,March,2024
"The quality is good. But it stopped working after 5 and half months. As per warranty ,i tried to return but the customer service is pathetic. They told me to get in touch with the vendor in my city. After i contacted him, he wasnt even interested to speam tk me. He doesnt even know how to speak to customer . I am trying to speak to him and he keeps cutting the call without letting me finish what i have to say. Its almost like he doesnt want me to claim my warranty. He just says i should come to the shop for replacement and then he hangs up before i say anything. I called again and he just says one sentence and cuts the call. Im trying to explain that i stay for away from the store ,and he is not even listening . There is only one store in Bangalore to claim warranty and that is Banashankari area. I stay near electronic city. He is not even giving me details on what to do after reaching the shop, how long will it take to replace. Nothing , no information at all. As if he is the busiest person on the planet. This is pathetic , im never going to buy from Boat again. I used to recommend it but now i wont.",Pathetic service by Boat during Warranty claim,1,28,October,2020
